Unnamed: 0,Column1,Wind Farm Name,Number of Turbines,Rotor diameter,Minimum hub height,Maximum hub height,Cut-in wind speed,Cut-off wind speed,Rated wind speed,Rated power,Url,Manufacturer,Unnamed: 13,Geometry,Latitude,Longitude,geometry,COUNTY
153,153,"Glackmore Hill (3)
Wind",0.0,71.0,57.0,113.0,2.0,25.0,15.5,"2,300",https://www.thewindpower.net/windfarm_en_6699_glackmore-iii.php,Enercon,,POINT (-7.269476805304424 55.122356937239),55.122356937239,-7.269476805304424,POINT (-7.269476805304424 55.122356937239),DONEGAL
154,154,Glanaruddery 1 (formerly Dromadda More Wind Farm),11.0,103.0,69.0,94.0,4.0,25.0,12.5,"3,450",https://www.thewindpower.net/windfarm_en_29937_glanaruderry.php,GE Energy,,POINT (-9.4611305926279 52.31189933060623),52.31189933060623,-9.4611305926279,POINT (-9.4611305926279 52.31189933060623),KERRY
155,155,Glanaruddery 2 (formerly Dromadda More 2),,,,,,,,,,,,POINT (-9.4611305926279 52.31189933060623),52.31189933060623,-9.4611305926279,POINT (-9.4611305926279 52.31189933060623),KERRY
156,156,Glantaunyalkeen Windfarm,,,,,,,,,,,,POINT (-9.438238467611495 52.32961937159609),52.32961937159609,-9.438238467611496,POINT (-9.438238467611496 52.32961937159609),KERRY
157,157,Glencarbry Wind Farm,5.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_24666_glencarbry-wind-farm.php,"LM Glasfiber, Nordex",,POINT (-8.102615981913045 52.62274434811803),52.62274434811803,-8.102615981913045,POINT (-8.102615981913045 52.62274434811803),TIPPERARY
158,158,Glenough Wind Farm,,,,,,,,,,,,POINT (-8.069925923109617 52.64681107929903),52.64681107929903,-8.069925923109617,POINT (-8.069925923109617 52.64681107929903),TIPPERARY
159,159,Gneeves Wind Farm,11.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_1699_gneeves.php,Vestas,,POINT (-9.120455584776623 52.01320037000803),52.01320037000803,-9.120455584776623,POINT (-9.120455584776623 52.01320037000803),CORK
160,160,Golagh,,,,,,,,,,,,POINT (-7.945639365549868 54.68883592044301),54.68883592044301,-7.945639365549868,POINT (-7.945639365549868 54.68883592044301),DONEGAL
161,161,Gortahile Wind Farm,8.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_16072_gortahile.php,"LM Glasfiber, Nordex",,POINT (-7.05876717545569 52.82347736388753),52.82347736388753,-7.05876717545569,POINT (-7.05876717545569 52.82347736388753),LAOIS
162,162,Gortnacloghy Wind Farm,0.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_29950_gortnacloghy-wind-farm.php,"LM Glasfiber, Nordex",,POINT (-9.086064619881627 52.36450148369891),52.36450148369891,-9.086064619881627,POINT (-9.086064619881627 52.36450148369891),LIMERICK
163,163,Gortnahalla,,,,,,,,,,,,POINT (-7.999644773382389 52.71747688897345),52.71747688897345,-7.999644773382389,POINT (-7.999644773382389 52.71747688897345),TIPPERARY
164,164,Grady Joinery Wind Farm,0.0,82.0,78.0,138.0,2.0,25.0,12.5,"2,000",https://www.thewindpower.net/windfarm_en_29951_grady-joinery.php,Enercon,,POINT (-8.747689097036718 53.96938470488255),53.96938470488255,-8.747689097036718,POINT (-8.747689097036718 53.96938470488255),MAYO
165,165,"Greenoge Wind Farm
Wind",,,,,,,,,,,,POINT (-6.723400176972635 52.65731171511751),52.65731171511751,-6.723400176972635,POINT (-6.723400176972635 52.65731171511751),CARLOW
166,166,Grouse Lodge Wind Farm,6.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_16094_grouse-lodge.php,"LM Glasfiber, Nordex",,POINT (-9.103978604986905 52.52101802867234),52.52101802867234,-9.103978604986905,POINT (-9.103978604986905 52.52101802867234),LIMERICK
167,167,Grousemount,,,,,,,,,,,,POINT (-9.314718866488532 51.87269802297969),51.87269802297969,-9.314718866488532,POINT (-9.314718866488532 51.87269802297969),KERRY
168,168,Grove Hill Windfarm (formerly Tullynageer WF),0.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_24928_grove-hill.php,"LM Glasfiber, Nordex",,POINT (-6.700502848015811 54.1907131713937),54.1907131713937,-6.700502848015811,POINT (-6.700502848015811 54.1907131713937),MONAGHAN
169,169,Gurteen Lower Wind Farm,0.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_27256_gurteen-lower.php,"LM Glasfiber, Nordex",,POINT (-7.59563666950489 52.6305655033421),52.6305655033421,-7.59563666950489,POINT (-7.59563666950489 52.6305655033421),TIPPERARY
170,170,"Hollyford(Holyford) Wind Farm
Wind",3.0,101.0,74.5,142.5,3.5,25.0,14.5,"3,000",https://www.thewindpower.net/windfarm_en_21091_hollyford.php,Siemens,,POINT (-8.069674452322245 52.64664944383266),52.64664944383266,-8.069674452322245,POINT (-8.069674452322245 52.64664944383266),TIPPERARY
171,171,"Kealkil Wind Farm
Wind",10.0,52.0,44.0,65.0,4.0,25.0,16.0,850,https://www.thewindpower.net/windfarm_en_3837_kealkill.php,Gamesa,,POINT (-9.320215549914193 51.8124139011893),51.8124139011893,-9.320215549914192,POINT (-9.320215549914192 51.8124139011893),CORK
172,172,Kelwin,,,,,,,,,,,,POINT (-9.513217875444944 52.52976036291969),52.52976036291969,-9.513217875444944,POINT (-9.513217875444944 52.52976036291969),KERRY
173,173,Kilberehert Wind Farm,0.0,52.0,44.0,65.0,4.0,25.0,16.0,850,https://www.thewindpower.net/windfarm_en_25028_kilberehert.php,Gamesa,,POINT (-8.85750785844934 52.26156308905698),52.26156308905698,-8.85750785844934,POINT (-8.85750785844934 52.26156308905698),CORK
174,174,"Kilbranish Wind Farm
Wind",4.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_1692_kilbranish.php,"LM Glasfiber, Nordex",,POINT (-6.723400176972635 52.65731171511751),52.65731171511751,-6.723400176972635,POINT (-6.723400176972635 52.65731171511751),CARLOW
175,175,Kill Hill,0.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_27244_killin-hill.php,"LM Glasfiber, Nordex",,POINT (-7.784292531567703 52.5394074879359),52.5394074879359,-7.784292531567703,POINT (-7.784292531567703 52.5394074879359),TIPPERARY
176,176,Killala Wind Farm (Phase 1),5.0,103.0,74.5,94.0,3.0,25.0,13.0,"3,400",https://www.thewindpower.net/windfarm_en_32265_killala.php,GE Energy,,POINT (-9.224208487504548 54.19109748693889),54.19109748693889,-9.224208487504548,POINT (-9.224208487504548 54.19109748693889),MAYO
177,177,Killaveenoge Windfarm - (Derryvacorneen merge with Barrboy),10.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_27826_killaveenoge.php,"LM Glasfiber, Nordex",,POINT (-9.25214278165053 51.73676293605197),51.73676293605197,-9.25214278165053,POINT (-9.25214278165053 51.73676293605197),CORK
178,178,Killaveenoge Windfarm (Derryvacorneen merge with Barrboy Windfarm),,,,,,,,,,,,POINT (-9.246844157880382 51.82301362774484),51.82301362774484,-9.246844157880382,POINT (-9.246844157880382 51.82301362774484),CORK
179,179,Killin Hill Wind Farm,0.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_27244_killin-hill.php,"LM Glasfiber, Nordex",,POINT (-8.290818461557015 54.70406110733207),54.70406110733207,-8.290818461557015,POINT (-8.290818461557015 54.70406110733207),DONEGAL
180,180,Killybegs Wind Farm,3.0,44.0,45.0,55.0,3.0,25.0,17.0,900,https://www.thewindpower.net/windfarm_en_1854_killybegs.php,Enercon,,POINT (-8.45893880029227 54.65831961068084),54.65831961068084,-8.45893880029227,POINT (-8.45893880029227 54.65831961068084),DONEGAL
181,181,Kilmeedy Wind Farm,0.0,44.0,45.0,55.0,3.0,25.0,17.0,900,https://www.thewindpower.net/windfarm_en_29952_kilmeedy.php,Enercon,,POINT (-8.891127749030321 52.42506179837494),52.42506179837494,-8.891127749030321,POINT (-8.891127749030321 52.42506179837494),LIMERICK
182,182,Kilpatrick Wind,,,,,,,,,,,,POINT (-8.700611125671116 51.77448944466406),51.77448944466406,-8.700611125671116,POINT (-8.700611125671116 51.77448944466406),CORK
183,183,Kilronan,10.0,39.0,40.0,53.0,4.5,25.0,15.5,500,https://www.thewindpower.net/windfarm_en_1735_kilronan.php,Vestas,,POINT (-8.146812452494599 54.08060226601279),54.08060226601279,-8.146812452494599,POINT (-8.146812452494599 54.08060226601279),ROSCOMMON
184,184,Kiltumper Wind Farm,,,,,,,,,,,,POINT (-9.31182669192227 52.74964363568818),52.74964363568818,-9.31182669192227,POINT (-9.31182669192227 52.74964363568818),CLARE
185,185,Kilvinane Wind Farm,2.0,80.0,60.0,100.0,3.5,25.0,15.0,"2,000",https://www.thewindpower.net/windfarm_en_26588_kilvinane.php,Gamesa,,POINT (-8.99187850363832 51.70564428199769),51.70564428199769,-8.99187850363832,POINT (-8.99187850363832 51.70564428199769),CORK
186,186,Kingsmountain,10.0,80.0,60.0,105.0,4.0,25.0,15.0,"2,500",https://www.thewindpower.net/windfarm_en_1738_kingsmountain-1.php,LM Glasfiber,,POINT (-8.790275463235647 54.20434065546121),54.20434065546121,-8.790275463235647,POINT (-8.790275463235647 54.20434065546121),SLIGO
187,187,Kingsmountain,13.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_19365_kingsmountain-2.php,Vestas,,POINT (-8.821510026699992 54.21342317478299),54.21342317478299,-8.821510026699992,POINT (-8.821510026699992 54.21342317478299),SLIGO
188,188,Knock South Wind Farm (2),,,,,,,,,,,,POINT (-9.369027882429197 53.26503367038818),53.26503367038818,-9.369027882429195,POINT (-9.369027882429195 53.26503367038818),GALWAY
189,189,Knock South Wind Farm (Inverin),,,,,,,,,,,,POINT (-9.368179747935173 53.26523215001833),53.26523215001833,-9.368179747935171,POINT (-9.368179747935171 53.26523215001833),GALWAY
190,190,Knockacummer,5.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_21329_knockacummer.php,"LM Glasfiber, Nordex",,POINT (-9.100450969375183 52.2596924289923),52.2596924289923,-9.100450969375183,POINT (-9.100450969375183 52.2596924289923),CORK
191,191,Knockalassa,11.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_29939_knockalough.php,"LM Glasfiber, Nordex",,POINT (-8.669228256641594 53.07873053135388),53.07873053135388,-8.669228256641594,POINT (-8.669228256641594 53.07873053135388),GALWAY
192,192,Knockalough,11.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_29939_knockalough.php,"LM Glasfiber, Nordex",,POINT (-9.243556532349633 53.30015693746744),53.30015693746744,-9.243556532349633,POINT (-9.243556532349633 53.30015693746744),GALWAY
193,193,Knockaneden Wind Farm,3.0,71.0,57.0,113.0,2.0,25.0,15.5,"2,300",https://www.thewindpower.net/windfarm_en_20267_knockaneden.php,Enercon,,POINT (-10.09890834649712 51.93682176677912),51.93682176677912,-10.09890834649712,POINT (-10.09890834649712 51.93682176677912),KERRY
194,194,"Knockastanna Wind Farm
Wind",4.0,71.0,57.0,113.0,2.0,25.0,15.5,"2,300",https://www.thewindpower.net/windfarm_en_17465_knockastanna.php,Enercon,,POINT (-8.213937197197922 52.66336525547621),52.66336525547621,-8.213937197197922,POINT (-8.213937197197922 52.66336525547621),LIMERICK
195,195,Knockawarriga Extension (Knockacummer & Caherlevoy) Wind Farm,9.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_3833_knockawarriga.php,"LM Glasfiber, Nordex",,POINT (-9.21968285595155 52.34467167785956),52.34467167785956,-9.21968285595155,POINT (-9.21968285595155 52.34467167785956),LIMERICK
196,196,"Knockawarriga Wind Farm
Wind",,,,,,,,,,,,POINT (-9.20539893057002 52.34240024236953),52.34240024236953,-9.20539893057002,POINT (-9.20539893057002 52.34240024236953),LIMERICK
197,197,"Knocknagoum (1)
Wind",6.0,80.0,60.0,100.0,3.5,25.0,14.5,"2,000",https://www.thewindpower.net/windfarm_en_24675_knocknagoum.php,Vestas,,POINT (-9.529779852030195 52.32747150074518),52.32747150074518,-9.529779852030195,POINT (-9.529779852030195 52.32747150074518),KERRY
198,198,"Knocknagoum (2)
Wind",6.0,80.0,60.0,100.0,3.5,25.0,14.5,"2,000",https://www.thewindpower.net/windfarm_en_24676_knocknagoum.php,Vestas,,POINT (-9.544890100810662 52.28908816523703),52.28908816523703,-9.544890100810662,POINT (-9.544890100810662 52.28908816523703),KERRY
199,199,"Knocknalour Wind Farm (1)
Wind",2.0,82.0,78.0,138.0,2.0,25.0,14.0,"2,300",https://www.thewindpower.net/windfarm_en_21333_knocknalour.php,Enercon,,POINT (-6.564116558500746 52.68103448977176),52.68103448977176,-6.564116558500746,POINT (-6.564116558500746 52.68103448977176),WEXFORD
200,200,"Knocknalour Wind Farm G3
Wind",2.0,82.0,78.0,138.0,2.0,25.0,14.0,"2,300",https://www.thewindpower.net/windfarm_en_21334_knocknalour.php,Enercon,,POINT (-6.557309924778298 52.68158103900787),52.68158103900787,-6.557309924778298,POINT (-6.557309924778298 52.68158103900787),WEXFORD
201,201,Knocknatallig Wind Farm (formerly Buttevant Wind Farm),6.0,103.0,75.0,100.0,4.0,25.0,13.0,"3,200",https://www.thewindpower.net/windfarm_en_27827_knocknatallig.php,GE Energy,,POINT (-8.620949359013673 52.28959675334487),52.28959675334487,-8.620949359013673,POINT (-8.620949359013673 52.28959675334487),CORK
202,202,KWT Energy Ltd,,,,,,,,,,,,POINT (-7.424725567914138 52.21036787350898),52.21036787350898,-7.424725567914138,POINT (-7.424725567914138 52.21036787350898),WATERFORD
203,203,Lackan Wind Farm,3.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_1853_lackan.php,Enercon,,POINT (-9.070943195160707 54.24562952708098),54.24562952708098,-9.070943195160709,POINT (-9.070943195160709 54.24562952708098),SLIGO
204,204,"Lahanaght Hill Wind Farm
Wind",5.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_3839_lahanaght-hill.php,Vestas,,POINT (-9.217587303785992 51.65076889702033),51.65076889702033,-9.217587303785992,POINT (-9.217587303785992 51.65076889702033),CORK
205,205,Largan Hill,9.0,47.0,40.0,55.0,4.5,25.0,14.0,660,https://www.thewindpower.net/windfarm_en_1736_largan-hill.php,"Hansen, Flender, Valmet",,POINT (-8.567459826699338 53.94809436013644),53.94809436013644,-8.567459826699338,POINT (-8.567459826699338 53.94809436013644),ROSCOMMON
206,206,Leabeg Wind Farm,2.0,92.0,78.0,138.0,2.0,25.0,13.0,"2,350",https://www.thewindpower.net/windfarm_en_23057_leabeg.php,Enercon,,POINT (-7.768261940812356 53.23457148705784),53.23457148705784,-7.768261940812356,POINT (-7.768261940812356 53.23457148705784),OFFALY
207,207,Leanamore Wind Farm (Tarbert Wind Farm) Wind,9.0,101.0,80.0,100.0,3.0,20.0,12.0,"2,300",https://www.thewindpower.net/windfarm_en_26342_leanamore.php,Siemens,,POINT (-9.424498831460642 52.53920318300765),52.53920318300765,-9.424498831460642,POINT (-9.424498831460642 52.53920318300765),KERRY
208,208,Leitir Guingaid Wind Farm,7.0,82.0,59.0,84.0,2.0,25.0,17.0,"3,000",https://www.thewindpower.net/windfarm_en_22155_leitir-guingaid.php,Enercon,,POINT (-9.196098847605024 53.28605548951147),53.28605548951147,-9.196098847605024,POINT (-9.196098847605024 53.28605548951147),GALWAY
209,209,Lenanavea (Burren) Wind Farm,,,,,,,,,,,,POINT (-9.343155220063643 53.91946730466974),53.91946730466974,-9.343155220063643,POINT (-9.343155220063643 53.91946730466974),MAYO
210,210,Liffey Autoproduction Project,0.0,101.0,99.0,149.0,2.0,25.0,13.0,"3,000",https://www.thewindpower.net/windfarm_en_29953_liffey-autoproduction-project.php,Enercon,,POINT (-7.204393586288859 53.85156263011655),53.85156263011655,-7.204393586288859,POINT (-7.204393586288859 53.85156263011655),CAVAN
211,211,Liffey Autoproduction Project (extension),,,,,,,,,,,,POINT (-7.204393586288859 53.85156263011655),53.85156263011655,-7.204393586288859,POINT (-7.204393586288859 53.85156263011655),CAVAN
212,212,Lios na Carraige,,,,,,,,,,,,POINT (-6.79054830751773 53.90662655294492),53.90662655294492,-6.79054830751773,POINT (-6.79054830751773 53.90662655294492),CAVAN
213,213,Lisdowney Wind Farm,4.0,82.0,78.0,138.0,2.0,25.0,14.0,"2,300",https://www.thewindpower.net/windfarm_en_24925_lisdowney.php,Enercon,,POINT (-7.430139187718755 52.78450593938314),52.78450593938314,-7.430139187718755,POINT (-7.430139187718755 52.78450593938314),KILKENNY
214,214,Lisheen,12.0,90.0,80.0,125.0,3.0,25.0,13.5,"2,000",https://www.thewindpower.net/windfarm_en_17333_lisheen.php,Vestas,,POINT (-7.691159682808515 52.75726855244516),52.75726855244516,-7.691159682808515,POINT (-7.691159682808515 52.75726855244516),TIPPERARY
215,215,Lisheen,12.0,90.0,80.0,125.0,3.0,25.0,13.5,"2,000",https://www.thewindpower.net/windfarm_en_21332_lisheen.php,Vestas,,POINT (-7.68169465208935 52.75096101698443),52.75096101698443,-7.68169465208935,POINT (-7.68169465208935 52.75096101698443),TIPPERARY
216,216,Lissycasey Wind Farm,,,,,,,,,,,,POINT (-9.207559196470315 52.75985626050475),52.75985626050475,-9.207559196470315,POINT (-9.207559196470315 52.75985626050475),CLARE
217,217,Loughderryduff Wind Farm,9.0,52.0,40.0,65.0,3.0,25.0,14.0,850,https://www.thewindpower.net/windfarm_en_3848_loughderryduff.php,Vestas,,POINT (-8.380527970905623 54.81997800731057),54.81997800731057,-8.380527970905623,POINT (-8.380527970905623 54.81997800731057),DONEGAL
218,218,Lurganboy Wind Farm,6.0,44.0,45.0,55.0,3.0,25.0,17.0,900,https://www.thewindpower.net/windfarm_en_3823_lurganboy.php,Enercon,,POINT (-7.617931347483675 55.11289684364568),55.11289684364568,-7.617931347483675,POINT (-7.617931347483675 55.11289684364568),DONEGAL
219,219,Mace Upper Wind Farm,3.0,48.0,50.0,76.0,3.0,25.0,14.0,800,https://www.thewindpower.net/windfarm_en_3920_mace-upper.php,Enercon,,POINT (-8.968259019024586 53.76763480515034),53.76763480515034,-8.968259019024586,POINT (-8.968259019024586 53.76763480515034),MAYO
220,220,Magheramore and Cloontooa Wind Farm,0.0,48.0,50.0,76.0,3.0,25.0,14.0,800,https://www.thewindpower.net/windfarm_en_7260_magheramore.php,Enercon,,POINT (-8.917271482524452 53.7631829882611),53.7631829882611,-8.917271482524452,POINT (-8.917271482524452 53.7631829882611),MAYO
221,221,Mauricetown (Glenduff)  Wind Farm,,,,,,,,,,,,POINT (-9.043417858149509 52.34119120733457),52.34119120733457,-9.043417858149509,POINT (-9.043417858149509 52.34119120733457),LIMERICK
222,222,Meade Potato Company,0.0,48.0,50.0,76.0,3.0,25.0,14.0,800,https://www.thewindpower.net/windfarm_en_29954_meade-potato-company.php,Enercon,,POINT (-6.613396137134364 53.78885126127357),53.78885126127357,-6.613396137134364,POINT (-6.613396137134364 53.78885126127357),MEATH
223,223,Meenachullalan Wind Farm,6.0,71.0,57.0,113.0,2.0,25.0,15.5,"2,300",https://www.thewindpower.net/windfarm_en_6702_meenachullalan.php,Enercon,,POINT (-8.492240522870985 54.69007678560302),54.69007678560302,-8.492240522870985,POINT (-8.492240522870985 54.69007678560302),DONEGAL
224,224,Meenadreen Wind Farm,36.0,90.0,65.0,80.0,3.0,25.0,13.5,"2,500",https://www.thewindpower.net/windfarm_en_27245_meenadreen-ii.php,"LM Glasfiber, Nordex",,POINT (-7.960940456022537 54.66354924804836),54.66354924804836,-7.960940456022537,POINT (-7.960940456022537 54.66354924804836),DONEGAL
225,225,Meenanilta (3),4.0,48.0,50.0,76.0,3.0,25.0,14.0,800,https://www.thewindpower.net/windfarm_en_19360_meenanilta-iii.php,Enercon,,POINT (-7.822972403073742 54.84963662959191),54.84963662959191,-7.822972403073742,POINT (-7.822972403073742 54.84963662959191),DONEGAL
226,226,Meenanilta Wind Farm (1),,,,,,,,,,,,POINT (-7.829949647529897 54.84930518190571),54.84930518190571,-7.829949647529897,POINT (-7.829949647529897 54.84930518190571),DONEGAL
227,227,Meenanilta Wind Farm (2),,,,,,,,,,,,POINT (-7.81766204640764 54.84977252716596),54.84977252716596,-7.81766204640764,POINT (-7.81766204640764 54.84977252716596),DONEGAL
228,228,Meenaward Wind Farm (Formerly Beam Hill 2),0.0,48.0,50.0,76.0,3.0,25.0,14.0,800,https://www.thewindpower.net/windfarm_en_27246_meenaward.php,Enercon,,POINT (-7.440450283213533 55.19770627651661),55.19770627651661,-7.440450283213533,POINT (-7.440450283213533 55.19770627651661),DONEGAL
229,229,Meenkeeragh Wind Farm,2.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_19356_meenkeeragh-i.php,Enercon,,POINT (-7.39197916587776 55.12961530802457),55.12961530802457,-7.39197916587776,POINT (-7.39197916587776 55.12961530802457),DONEGAL
230,230,Meenkeeragh Wind Farm (2),0.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_19359_meenkeeragh-ii.php,Enercon,,POINT (-7.39197916587776 55.12961530802457),55.12961530802457,-7.39197916587776,POINT (-7.39197916587776 55.12961530802457),DONEGAL
231,231,Meentycat,15.0,70.0,64.0,113.0,2.0,25.0,14.0,"2,000",https://www.thewindpower.net/windfarm_en_1714_meentycat.php,Enercon,,POINT (-7.862268515271414 54.86948076354176),54.86948076354176,-7.862268515271414,POINT (-7.862268515271414 54.86948076354176),DONEGAL
